jugador;premio;anyo;liga
collied01;Baseball Magazine All-Star;1923;ML
friscfr01;Baseball Magazine All-Star;1923;ML
ofarrbo01;Baseball Magazine All-Star;1923;ML
roushed01;Baseball Magazine All-Star;1923;ML
ruthba01;Baseball Magazine All-Star;1923;ML
speaktr01;Baseball Magazine All-Star;1923;ML
uhlege01;Baseball Magazine All-Star;1923;ML
luquedo01;Baseball Magazine All-Star;1923;ML
alexape01;Baseball Magazine All-Star;1923;ML
johnswa01;Baseball Magazine All-Star;1923;ML
bancrda01;Baseball Magazine All-Star;1923;ML
grimmch01;Baseball Magazine All-Star;1923;NL
hornsro01;Baseball Magazine All-Star;1923;NL
friscfr01;Baseball Magazine All-Star;1923;NL
ofarrbo01;Baseball Magazine All-Star;1923;NL
roushed01;Baseball Magazine All-Star;1923;NL
wheatza01;Baseball Magazine All-Star;1923;NL
youngro01;Baseball Magazine All-Star;1923;NL
luquedo01;Baseball Magazine All-Star;1923;NL
morrijo04;Baseball Magazine All-Star;1923;NL
alexape01;Baseball Magazine All-Star;1923;NL
vanceda01;Baseball Magazine All-Star;1923;NL
bancrda01;Baseball Magazine All-Star;1923;NL
ruthba01;Most Valuable Player;1923;AL
judgejo01;Baseball Magazine All-Star;1924;AL
collied01;Baseball Magazine All-Star;1924;AL
duganjo01;Baseball Magazine All-Star;1924;AL
bassljo01;Baseball Magazine All-Star;1924;AL
cobbty01;Baseball Magazine All-Star;1924;AL
jamiech01;Baseball Magazine All-Star;1924;AL
johnswa01;Baseball Magazine All-Star;1924;AL
thurssl01;Baseball Magazine All-Star;1924;AL
pennohe01;Baseball Magazine All-Star;1924;AL
ruthba01;Baseball Magazine All-Star;1924;AL
seweljo01;Baseball Magazine All-Star;1924;AL
kellyge01;Baseball Magazine All-Star;1924;ML
hornsro01;Baseball Magazine All-Star;1924;ML
duganjo01;Baseball Magazine All-Star;1924;ML
bassljo01;Baseball Magazine All-Star;1924;ML
roushed01;Baseball Magazine All-Star;1924;ML
wheatza01;Baseball Magazine All-Star;1924;ML
vanceda01;Baseball Magazine All-Star;1924;ML
johnswa01;Baseball Magazine All-Star;1924;ML
grimebu01;Baseball Magazine All-Star;1924;ML
ruthba01;Baseball Magazine All-Star;1924;ML
jackstr01;Baseball Magazine All-Star;1924;ML
kellyge01;Baseball Magazine All-Star;1924;NL
hornsro01;Baseball Magazine All-Star;1924;NL
traynpi01;Baseball Magazine All-Star;1924;NL
hartnga01;Baseball Magazine All-Star;1924;NL
roushed01;Baseball Magazine All-Star;1924;NL
wheatza01;Baseball Magazine All-Star;1924;NL
vanceda01;Baseball Magazine All-Star;1924;NL
grimebu01;Baseball Magazine All-Star;1924;NL
coopewi01;Baseball Magazine All-Star;1924;NL
youngro01;Baseball Magazine All-Star;1924;NL
jackstr01;Baseball Magazine All-Star;1924;NL
johnswa01;Most Valuable Player;1924;AL
vanceda01;Most Valuable Player;1924;NL
johnswa01;Pitching Triple Crown;1924;AL
vanceda01;Pitching Triple Crown;1924;NL
sislege01;Baseball Magazine All-Star;1925;AL
collied01;Baseball Magazine All-Star;1925;AL
bluegos01;Baseball Magazine All-Star;1925;AL
ruelmu01;Baseball Magazine All-Star;1925;AL
cochrmi01;Baseball Magazine All-Star;1925;AL
simmoal01;Baseball Magazine All-Star;1925;AL
gosligo01;Baseball Magazine All-Star;1925;AL
johnswa01;Baseball Magazine All-Star;1925;AL
lyonste01;Baseball Magazine All-Star;1925;AL
covelst01;Baseball Magazine All-Star;1925;AL
pennohe01;Baseball Magazine All-Star;1925;AL
heilmha01;Baseball Magazine All-Star;1925;AL
seweljo01;Baseball Magazine All-Star;1925;AL
sislege01;Baseball Magazine All-Star;1925;ML
hornsro01;Baseball Magazine All-Star;1925;ML
traynpi01;Baseball Magazine All-Star;1925;ML
ruelmu01;Baseball Magazine All-Star;1925;ML
cochrmi01;Baseball Magazine All-Star;1925;ML
simmoal01;Baseball Magazine All-Star;1925;ML
wheatza01;Baseball Magazine All-Star;1925;ML
johnswa01;Baseball Magazine All-Star;1925;ML
vanceda01;Baseball Magazine All-Star;1925;ML
covelst01;Baseball Magazine All-Star;1925;ML
rixeyep01;Baseball Magazine All-Star;1925;ML
cuyleki01;Baseball Magazine All-Star;1925;ML
wrighgl01;Baseball Magazine All-Star;1925;ML
bottoji01;Baseball Magazine All-Star;1925;NL
hornsro01;Baseball Magazine All-Star;1925;NL
traynpi01;Baseball Magazine All-Star;1925;NL
hartnga01;Baseball Magazine All-Star;1925;NL
smithea02;Baseball Magazine All-Star;1925;NL
careyma01;Baseball Magazine All-Star;1925;NL
wheatza01;Baseball Magazine All-Star;1925;NL
vanceda01;Baseball Magazine All-Star;1925;NL
alexape01;Baseball Magazine All-Star;1925;NL
donohpe01;Baseball Magazine All-Star;1925;NL
rixeyep01;Baseball Magazine All-Star;1925;NL
cuyleki01;Baseball Magazine All-Star;1925;NL
wrighgl01;Baseball Magazine All-Star;1925;NL
peckiro01;Most Valuable Player;1925;AL
hornsro01;Most Valuable Player;1925;NL
hornsro01;Triple Crown;1925;NL
bottoji01;TSN All-Star;1925;ML
hornsro01;TSN All-Star;1925;ML
traynpi01;TSN All-Star;1925;ML
cochrmi01;TSN All-Star;1925;ML
careyma01;TSN All-Star;1925;ML
cuyleki01;TSN All-Star;1925;ML
gosligo01;TSN All-Star;1925;ML
johnswa01;TSN All-Star;1925;ML
rommeed01;TSN All-Star;1925;ML
vanceda01;TSN All-Star;1925;ML
wrighgl01;TSN All-Star;1925;ML
burnsge02;Baseball Magazine All-Star;1926;AL
collied01;Baseball Magazine All-Star;1926;AL
kammwi01;Baseball Magazine All-Star;1926;AL
ruelmu01;Baseball Magazine All-Star;1926;AL
manushe01;Baseball Magazine All-Star;1926;AL
mostijo01;Baseball Magazine All-Star;1926;AL
ruthba01;Baseball Magazine All-Star;1926;AL
uhlege01;Baseball Magazine All-Star;1926;AL
pennohe01;Baseball Magazine All-Star;1926;AL
lyonste01;Baseball Magazine All-Star;1926;AL
grovele01;Baseball Magazine All-Star;1926;AL
seweljo01;Baseball Magazine All-Star;1926;AL
burnsge02;Baseball Magazine All-Star;1926;ML
hornsro01;Baseball Magazine All-Star;1926;ML
traynpi01;Baseball Magazine All-Star;1926;ML
smithea02;Baseball Magazine All-Star;1926;ML
cuyleki01;Baseball Magazine All-Star;1926;ML
mostijo01;Baseball Magazine All-Star;1926;ML
ruthba01;Baseball Magazine All-Star;1926;ML
uhlege01;Baseball Magazine All-Star;1926;ML
kremera01;Baseball Magazine All-Star;1926;ML
pennohe01;Baseball Magazine All-Star;1926;ML
lyonste01;Baseball Magazine All-Star;1926;ML
bancrda01;Baseball Magazine All-Star;1926;ML
kellyge01;Baseball Magazine All-Star;1926;NL
hornsro01;Baseball Magazine All-Star;1926;NL
traynpi01;Baseball Magazine All-Star;1926;NL
smithea02;Baseball Magazine All-Star;1926;NL
cuyleki01;Baseball Magazine All-Star;1926;NL
roushed01;Baseball Magazine All-Star;1926;NL
wilsoha01;Baseball Magazine All-Star;1926;NL
kremera01;Baseball Magazine All-Star;1926;NL
maysca01;Baseball Magazine All-Star;1926;NL
carlsha01;Baseball Magazine All-Star;1926;NL
pettyje01;Baseball Magazine All-Star;1926;NL
bancrda01;Baseball Magazine All-Star;1926;NL
burnsge02;Most Valuable Player;1926;AL
ofarrbo01;Most Valuable Player;1926;NL
burnsge02;TSN All-Star;1926;ML
hornsro01;TSN All-Star;1926;ML
traynpi01;TSN All-Star;1926;ML
ofarrbo01;TSN All-Star;1926;ML
gosligo01;TSN All-Star;1926;ML
mostijo01;TSN All-Star;1926;ML
ruthba01;TSN All-Star;1926;ML
alexape01;TSN All-Star;1926;ML
pennohe01;TSN All-Star;1926;ML
uhlege01;TSN All-Star;1926;ML
seweljo01;TSN All-Star;1926;ML
gehrilo01;Baseball Magazine All-Star;1927;AL
lazzeto01;Baseball Magazine All-Star;1927;AL
bluegos01;Baseball Magazine All-Star;1927;AL
cochrmi01;Baseball Magazine All-Star;1927;AL
ruelmu01;Baseball Magazine All-Star;1927;AL
simmoal01;Baseball Magazine All-Star;1927;AL
gosligo01;Baseball Magazine All-Star;1927;AL
lyonste01;Baseball Magazine All-Star;1927;AL
hoytwa01;Baseball Magazine All-Star;1927;AL
thomato02;Baseball Magazine All-Star;1927;AL
grovele01;Baseball Magazine All-Star;1927;AL
ruthba01;Baseball Magazine All-Star;1927;AL
seweljo01;Baseball Magazine All-Star;1927;AL
gehrilo01;Baseball Magazine All-Star;1927;ML
friscfr01;Baseball Magazine All-Star;1927;ML
traynpi01;Baseball Magazine All-Star;1927;ML
cochrmi01;Baseball Magazine All-Star;1927;ML
hartnga01;Baseball Magazine All-Star;1927;ML
simmoal01;Baseball Magazine All-Star;1927;ML
ruthba01;Baseball Magazine All-Star;1927;ML
rootch01;Baseball Magazine All-Star;1927;ML
lyonste01;Baseball Magazine All-Star;1927;ML
haineje01;Baseball Magazine All-Star;1927;ML
grovele01;Baseball Magazine All-Star;1927;ML
wanerpa01;Baseball Magazine All-Star;1927;ML
jackstr01;Baseball Magazine All-Star;1927;ML
terrybi01;Baseball Magazine All-Star;1927;NL
friscfr01;Baseball Magazine All-Star;1927;NL
traynpi01;Baseball Magazine All-Star;1927;NL
hartnga01;Baseball Magazine All-Star;1927;NL
wilsoji01;Baseball Magazine All-Star;1927;NL
wilsoha01;Baseball Magazine All-Star;1927;NL
wanerll01;Baseball Magazine All-Star;1927;NL
rootch01;Baseball Magazine All-Star;1927;NL
haineje01;Baseball Magazine All-Star;1927;NL
alexape01;Baseball Magazine All-Star;1927;NL
pettyje01;Baseball Magazine All-Star;1927;NL
wanerpa01;Baseball Magazine All-Star;1927;NL
jackstr01;Baseball Magazine All-Star;1927;NL
gehrilo01;Most Valuable Player;1927;AL
wanerpa01;Most Valuable Player;1927;NL
gehrilo01;TSN All-Star;1927;ML
hornsro01;TSN All-Star;1927;ML
traynpi01;TSN All-Star;1927;ML
hartnga01;TSN All-Star;1927;ML
ruthba01;TSN All-Star;1927;ML
simmoal01;TSN All-Star;1927;ML
wanerpa01;TSN All-Star;1927;ML
lyonste01;TSN All-Star;1927;ML
rootch01;TSN All-Star;1927;ML
jackstr01;TSN All-Star;1927;ML
gehrilo01;Baseball Magazine All-Star;1928;AL
lazzeto01;Baseball Magazine All-Star;1928;AL
kammwi01;Baseball Magazine All-Star;1928;AL
cochrmi01;Baseball Magazine All-Star;1928;AL
manushe01;Baseball Magazine All-Star;1928;AL
ruthba01;Baseball Magazine All-Star;1928;AL
simmoal01;Baseball Magazine All-Star;1928;AL
crowdal01;Baseball Magazine All-Star;1928;AL
hoytwa01;Baseball Magazine All-Star;1928;AL
morried02;Baseball Magazine All-Star;1928;AL
grovele01;Baseball Magazine All-Star;1928;AL
seweljo01;Baseball Magazine All-Star;1928;AL
gehrilo01;Baseball Magazine All-Star;1928;ML
hornsro01;Baseball Magazine All-Star;1928;ML
traynpi01;Baseball Magazine All-Star;1928;ML
hartnga01;Baseball Magazine All-Star;1928;ML
manushe01;Baseball Magazine All-Star;1928;ML
ruthba01;Baseball Magazine All-Star;1928;ML
wanerpa01;Baseball Magazine All-Star;1928;ML
vanceda01;Baseball Magazine All-Star;1928;ML
bentola01;Baseball Magazine All-Star;1928;ML
grimebu01;Baseball Magazine All-Star;1928;ML
grovele01;Baseball Magazine All-Star;1928;ML
seweljo01;Baseball Magazine All-Star;1928;ML
bottoji01;Baseball Magazine All-Star;1928;NL
hornsro01;Baseball Magazine All-Star;1928;NL
traynpi01;Baseball Magazine All-Star;1928;NL
hartnga01;Baseball Magazine All-Star;1928;NL
hafeych01;Baseball Magazine All-Star;1928;NL
wanerll01;Baseball Magazine All-Star;1928;NL
wanerpa01;Baseball Magazine All-Star;1928;NL
vanceda01;Baseball Magazine All-Star;1928;NL
bentola01;Baseball Magazine All-Star;1928;NL
grimebu01;Baseball Magazine All-Star;1928;NL
sherdbi01;Baseball Magazine All-Star;1928;NL
jackstr01;Baseball Magazine All-Star;1928;NL
cochrmi01;Most Valuable Player;1928;AL
bottoji01;Most Valuable Player;1928;NL
gehrilo01;TSN All-Star;1928;ML
hornsro01;TSN All-Star;1928;ML
lindsfr01;TSN All-Star;1928;ML
cochrmi01;TSN All-Star;1928;ML
manushe01;TSN All-Star;1928;ML
ruthba01;TSN All-Star;1928;ML
wanerpa01;TSN All-Star;1928;ML
grovele01;TSN All-Star;1928;ML
hoytwa01;TSN All-Star;1928;ML
jackstr01;TSN All-Star;1928;ML
fonsele01;Baseball Magazine All-Star;1929;AL
gehrich01;Baseball Magazine All-Star;1929;AL
dykesji01;Baseball Magazine All-Star;1929;AL
cochrmi01;Baseball Magazine All-Star;1929;AL
combsea01;Baseball Magazine All-Star;1929;AL
simmoal01;Baseball Magazine All-Star;1929;AL
grovele01;Baseball Magazine All-Star;1929;AL
earnsge01;Baseball Magazine All-Star;1929;AL
graydo02;Baseball Magazine All-Star;1929;AL
ferrewe01;Baseball Magazine All-Star;1929;AL
ruthba01;Baseball Magazine All-Star;1929;AL
kressre01;Baseball Magazine All-Star;1929;AL
terrybi01;Baseball Magazine All-Star;1929;ML
hornsro01;Baseball Magazine All-Star;1929;ML
traynpi01;Baseball Magazine All-Star;1929;ML
cochrmi01;Baseball Magazine All-Star;1929;ML
wilsoha01;Baseball Magazine All-Star;1929;ML
simmoal01;Baseball Magazine All-Star;1929;ML
grovele01;Baseball Magazine All-Star;1929;ML
earnsge01;Baseball Magazine All-Star;1929;ML
malonpa02;Baseball Magazine All-Star;1929;ML
lucasre01;Baseball Magazine All-Star;1929;ML
ruthba01;Baseball Magazine All-Star;1929;ML
jackstr01;Baseball Magazine All-Star;1929;ML
terrybi01;Baseball Magazine All-Star;1929;NL
hornsro01;Baseball Magazine All-Star;1929;NL
traynpi01;Baseball Magazine All-Star;1929;NL
wilsoji01;Baseball Magazine All-Star;1929;NL
wilsoha01;Baseball Magazine All-Star;1929;NL
hafeych01;Baseball Magazine All-Star;1929;NL
malonpa02;Baseball Magazine All-Star;1929;NL
grimebu01;Baseball Magazine All-Star;1929;NL
lucasre01;Baseball Magazine All-Star;1929;NL
hubbeca01;Baseball Magazine All-Star;1929;NL
odoulle01;Baseball Magazine All-Star;1929;NL
jackstr01;Baseball Magazine All-Star;1929;NL
hornsro01;Most Valuable Player;1929;NL
foxxji01;TSN All-Star;1929;ML
hornsro01;TSN All-Star;1929;ML
traynpi01;TSN All-Star;1929;ML
cochrmi01;TSN All-Star;1929;ML
ruthba01;TSN All-Star;1929;ML
simmoal01;TSN All-Star;1929;ML
wilsoha01;TSN All-Star;1929;ML
grimebu01;TSN All-Star;1929;ML
grovele01;TSN All-Star;1929;ML
jackstr01;TSN All-Star;1929;ML
simmoal01;TSN Guide MVP;1929;AL
gehrilo01;Baseball Magazine All-Star;1930;AL
gehrich01;Baseball Magazine All-Star;1930;AL
lazzeto01;Baseball Magazine All-Star;1930;AL
cochrmi01;Baseball Magazine All-Star;1930;AL
averiea01;Baseball Magazine All-Star;1930;AL
simmoal01;Baseball Magazine All-Star;1930;AL
lyonste01;Baseball Magazine All-Star;1930;AL
ferrewe01;Baseball Magazine All-Star;1930;AL
earnsge01;Baseball Magazine All-Star;1930;AL
grovele01;Baseball Magazine All-Star;1930;AL
ruthba01;Baseball Magazine All-Star;1930;AL
cronijo01;Baseball Magazine All-Star;1930;AL
terrybi01;Baseball Magazine All-Star;1930;ML
friscfr01;Baseball Magazine All-Star;1930;ML
lindsfr01;Baseball Magazine All-Star;1930;ML
cochrmi01;Baseball Magazine All-Star;1930;ML
wilsoha01;Baseball Magazine All-Star;1930;ML
simmoal01;Baseball Magazine All-Star;1930;ML
lyonste01;Baseball Magazine All-Star;1930;ML
ferrewe01;Baseball Magazine All-Star;1930;ML
malonpa02;Baseball Magazine All-Star;1930;ML
grovele01;Baseball Magazine All-Star;1930;ML
ruthba01;Baseball Magazine All-Star;1930;ML
cronijo01;Baseball Magazine All-Star;1930;ML
terrybi01;Baseball Magazine All-Star;1930;NL
friscfr01;Baseball Magazine All-Star;1930;NL
lindsfr01;Baseball Magazine All-Star;1930;NL
hartnga01;Baseball Magazine All-Star;1930;NL
wilsoha01;Baseball Magazine All-Star;1930;NL
hafeych01;Baseball Magazine All-Star;1930;NL
kremera01;Baseball Magazine All-Star;1930;NL
malonpa02;Baseball Magazine All-Star;1930;NL
vanceda01;Baseball Magazine All-Star;1930;NL
hallabi01;Baseball Magazine All-Star;1930;NL
cuyleki01;Baseball Magazine All-Star;1930;NL
jackstr01;Baseball Magazine All-Star;1930;NL
grovele01;Pitching Triple Crown;1930;AL
terrybi01;TSN All-Star;1930;ML
friscfr01;TSN All-Star;1930;ML
lindsfr01;TSN All-Star;1930;ML
cochrmi01;TSN All-Star;1930;ML
ruthba01;TSN All-Star;1930;ML
simmoal01;TSN All-Star;1930;ML
wilsoha01;TSN All-Star;1930;ML
ferrewe01;TSN All-Star;1930;ML
grovele01;TSN All-Star;1930;ML
cronijo01;TSN All-Star;1930;ML
cronijo01;TSN Guide MVP;1930;AL
terrybi01;TSN Guide MVP;1930;NL
gehrilo01;Baseball Magazine All-Star;1931;AL
melilsk01;Baseball Magazine All-Star;1931;AL
kammwi01;Baseball Magazine All-Star;1931;AL
cochrmi01;Baseball Magazine All-Star;1931;AL
averiea01;Baseball Magazine All-Star;1931;AL
simmoal01;Baseball Magazine All-Star;1931;AL
grovele01;Baseball Magazine All-Star;1931;AL
earnsge01;Baseball Magazine All-Star;1931;AL
ferrewe01;Baseball Magazine All-Star;1931;AL
walberu01;Baseball Magazine All-Star;1931;AL
ruthba01;Baseball Magazine All-Star;1931;AL
cronijo01;Baseball Magazine All-Star;1931;AL
gehrilo01;Baseball Magazine All-Star;1931;ML
friscfr01;Baseball Magazine All-Star;1931;ML
traynpi01;Baseball Magazine All-Star;1931;ML
cochrmi01;Baseball Magazine All-Star;1931;ML
cuyleki01;Baseball Magazine All-Star;1931;ML
simmoal01;Baseball Magazine All-Star;1931;ML
grovele01;Baseball Magazine All-Star;1931;ML
ferrewe01;Baseball Magazine All-Star;1931;ML
earnsge01;Baseball Magazine All-Star;1931;ML
branded01;Baseball Magazine All-Star;1931;ML
ruthba01;Baseball Magazine All-Star;1931;ML
cronijo01;Baseball Magazine All-Star;1931;ML
terrybi01;Baseball Magazine All-Star;1931;NL
friscfr01;Baseball Magazine All-Star;1931;NL
traynpi01;Baseball Magazine All-Star;1931;NL
hartnga01;Baseball Magazine All-Star;1931;NL
cuyleki01;Baseball Magazine All-Star;1931;NL
hafeych01;Baseball Magazine All-Star;1931;NL
branded01;Baseball Magazine All-Star;1931;NL
derripa01;Baseball Magazine All-Star;1931;NL
hallabi01;Baseball Magazine All-Star;1931;NL
fitzsfr01;Baseball Magazine All-Star;1931;NL
kleinch01;Baseball Magazine All-Star;1931;NL
jackstr01;Baseball Magazine All-Star;1931;NL
grovele01;Most Valuable Player;1931;AL
friscfr01;Most Valuable Player;1931;NL
grovele01;Pitching Triple Crown;1931;AL
gehrilo01;TSN All-Star;1931;ML
friscfr01;TSN All-Star;1931;ML
traynpi01;TSN All-Star;1931;ML
cochrmi01;TSN All-Star;1931;ML
averiea01;TSN All-Star;1931;ML
ruthba01;TSN All-Star;1931;ML
simmoal01;TSN All-Star;1931;ML
earnsge01;TSN All-Star;1931;ML
grovele01;TSN All-Star;1931;ML
cronijo01;TSN All-Star;1931;ML
gehrilo01;TSN Guide MVP;1931;AL
kleinch01;TSN Guide MVP;1931;NL
foxxji01;Baseball Magazine All-Star;1932;AL
gehrich01;Baseball Magazine All-Star;1932;AL
kammwi01;Baseball Magazine All-Star;1932;AL
cochrmi01;Baseball Magazine All-Star;1932;AL
averiea01;Baseball Magazine All-Star;1932;AL
simmoal01;Baseball Magazine All-Star;1932;AL
grovele01;Baseball Magazine All-Star;1932;AL
crowdal01;Baseball Magazine All-Star;1932;AL
gomezle01;Baseball Magazine All-Star;1932;AL
ferrewe01;Baseball Magazine All-Star;1932;AL
ruthba01;Baseball Magazine All-Star;1932;AL
cronijo01;Baseball Magazine All-Star;1932;AL
foxxji01;Baseball Magazine All-Star;1932;ML
gehrich01;Baseball Magazine All-Star;1932;ML
traynpi01;Baseball Magazine All-Star;1932;ML
cochrmi01;Baseball Magazine All-Star;1932;ML
wanerll01;Baseball Magazine All-Star;1932;ML
odoulle01;Baseball Magazine All-Star;1932;ML
grovele01;Baseball Magazine All-Star;1932;ML
crowdal01;Baseball Magazine All-Star;1932;ML
gomezle01;Baseball Magazine All-Star;1932;ML
warnelo01;Baseball Magazine All-Star;1932;ML
kleinch01;Baseball Magazine All-Star;1932;ML
cronijo01;Baseball Magazine All-Star;1932;ML
terrybi01;Baseball Magazine All-Star;1932;NL
hermabi01;Baseball Magazine All-Star;1932;NL
traynpi01;Baseball Magazine All-Star;1932;NL
hartnga01;Baseball Magazine All-Star;1932;NL
wanerll01;Baseball Magazine All-Star;1932;NL
odoulle01;Baseball Magazine All-Star;1932;NL
warnelo01;Baseball Magazine All-Star;1932;NL
hubbeca01;Baseball Magazine All-Star;1932;NL
