jugadorID;nombre;apellidos;nombreDeportivo;anyoNacimiento;mesNacimiento;diaNacimiento;paisNacimiento;estadoNacimiento;ciudadNacimiento;anyoFallecimiento;mesFallecimiento;diaFallecimiento;paisFallecimiento;estadoFallecimiento;ciudadFallecimiento;peso;altura;batear;lanzar;fechaDebut;fechaRetirada
alcanse01;Sergio;Alcantara;Sergio Junior;1996;7;10;D.R.;Santo Domingo;Santo Domingo Este;;;;;;;151;69;B;R;2020-09-06;2021-10-03
alcanvi01;Victor;Alcantara;Victor Alfonso;1993;4;3;D.R.;Distrito Nacional;Santo Domingo;;;;;;;190;74;R;R;2017-09-05;2019-09-29
alcarlu01;Luis;Alcaraz;Angel Luis;1941;6;20;P.R.;;Humacao;;;;;;;165;69;R;R;1967-09-13;1970-06-07
alcocsc01;Scotty;Alcock;John Forbes;1885;11;29;USA;OH;Wooster;1973;1;30;USA;OH;Wooster;160;69;R;R;1914-04-19;1914-08-02
alderda01;Dale;Alderson;Dale Leonard;1918;3;9;USA;NE;Belden;1982;2;12;USA;CA;Garden Grove;190;70;R;R;1943-09-18;1944-07-05
aldremi01;Mike;Aldrete;Michael Peter;1961;1;29;USA;CA;Carmel;;;;;;;180;71;L;L;1986-05-28;1996-09-29
aldresc01;Scott;Aldred;Scott Phillip;1968;6;12;USA;MI;Flint;;;;;;;195;76;L;L;1990-09-09;2000-05-29
aldrico01;Cory;Aldridge;Cory Jerome;1979;6;13;USA;TX;San Angelo;;;;;;;210;72;L;R;2001-09-05;2010-07-11
aldrija01;Jay;Aldrich;Jay Robert;1961;4;14;USA;LA;Alexandria;;;;;;;210;75;R;R;1987-06-05;1990-04-26
aldrivi01;Vic;Aldridge;Victor;1893;10;25;USA;IN;Crane;1973;4;17;USA;IN;Terre Haute;175;69;R;R;1917-04-15;1928-08-29
alenoch01;Chuck;Aleno;Charles;1917;2;19;USA;MO;St. Louis;2003;2;10;USA;FL;DeLand;215;73;R;R;1941-05-15;1944-09-23
alexabo01;Bob;Alexander;Robert Somerville;1922;8;7;CAN;BC;Vancouver;1993;4;7;USA;CA;Oceanside;205;74;R;R;1955-04-11;1957-09-22
alexada01;Dale;Alexander;David Dale;1903;4;26;USA;TN;Greeneville;1979;3;2;USA;TN;Greeneville;210;75;R;R;1929-04-16;1933-09-23
alexado01;Doyle;Alexander;Doyle Lafayette;1950;9;4;USA;AL;Cordova;;;;;;;190;75;R;R;1971-06-26;1989-09-27
alexaga01;Gary;Alexander;Gary Wayne;1953;3;27;USA;CA;Los Angeles;;;;;;;195;74;R;R;1975-09-12;1981-09-28
alexage01;Gerald;Alexander;Gerald Paul;1968;3;26;USA;LA;Baton Rouge;;;;;;;190;71;R;R;1990-09-09;1992-06-30
alexahu01;Hugh;Alexander;Hugh;1917;7;10;USA;MO;Buffalo;2000;11;25;USA;OK;Oklahoma City;190;72;R;R;1937-08-15;1937-09-22
alexama01;Matt;Alexander;Matthew;1947;1;30;USA;LA;Shreveport;;;;;;;168;71;B;R;1973-08-23;1981-10-03
alexama02;Manny;Alexander;Manuel de Jesus;1971;3;20;D.R.;San Pedro de Macoris;San Pedro de Macoris;;;;;;;150;70;R;R;1992-09-18;2006-09-28
alexani01;Nin;Alexander;William Henry;1858;11;24;USA;IL;Pana;1933;12;22;USA;IL;Pana;163;64;R;R;1884-06-07;1884-09-03
alexape01;Pete;Alexander;Grover Cleveland;1887;2;26;USA;NE;Elba;1950;11;4;USA;NE;St. Paul;185;73;R;R;1911-04-15;1930-05-28
alexasc01;Scott;Alexander;Scott Alain;1989;7;10;USA;CA;Santa Rosa;;;;;;;195;74;L;L;2015-09-02;2021-07-19
alexaty01;Tyler;Alexander;Tyler John;1994;7;14;USA;IL;Chicago;;;;;;;203;74;R;L;2019-07-03;2021-10-03
alexawa01;Walt;Alexander;Walter Ernest;1891;3;5;USA;GA;Atlanta;1978;12;29;USA;TX;Fort Worth;165;70;R;R;1912-06-21;1917-09-08
alexyaj01;A. J.;Alexy;Adam John;1998;4;21;USA;PA;Honey Brook;;;;;;;195;76;R;R;2021-08-30;2021-09-28
alfarja01;Jason;Alfaro;Jason;1977;11;29;USA;TX;San Antonio;;;;;;;185;70;R;R;2004-09-09;2004-10-01
alfarjo01;Jorge;Alfaro;Jorge Mario;1993;6;11;Colombia;Sucre;Sincelejo;;;;;;;230;75;R;R;2016-09-12;2021-09-15
alfonan01;Antonio;Alfonseca;Antonio;1972;4;16;D.R.;La Romana;La Romana;;;;;;;250;77;R;R;1997-06-17;2007-09-23
alfoned01;Edgardo;Alfonzo;Edgardo Antonio;1973;11;8;Venezuela;Miranda;Santa Teresa del Tuy;;;;;;;210;71;R;R;1995-04-26;2006-06-11
alfonel01;Eliezer;Alfonzo;Eliezer Jesus;1979;2;7;Venezuela;Anzoategui;Puerto La Cruz;;;;;;;220;71;R;R;2006-06-03;2011-09-13
alforan01;Anthony;Alford;Anthony Joseph;1994;7;20;USA;MS;Columbia;;;;;;;215;73;R;R;2017-05-19;2021-10-03
alicelu01;Luis;Alicea;Luis Rene;1965;7;29;P.R.;;Santurce;;;;;;;165;69;B;R;1988-04-23;2002-09-25
allanan01;Andy;Allanson;Andrew Neal;1961;12;22;USA;VA;Richmond;;;;;;;220;77;R;R;1986-04-07;1995-10-02
allarbr01;Brian;Allard;Brian Marshall;1958;1;3;USA;IL;Spring Valley;;;;;;;175;73;R;R;1979-08-08;1981-06-10
allarko01;Kolby;Allard;Kolby Kenneth;1997;8;13;USA;CA;Anaheim;;;;;;;195;73;L;L;2018-07-31;2021-10-01
allenau01;Austin;Allen;Austin Michael;1994;1;16;USA;MO;St. Louis;;;;;;;219;74;L;R;2019-05-11;2021-09-05
allenbe01;Bernie;Allen;Bernard Keith;1939;4;16;USA;OH;East Liverpool;;;;;;;175;72;L;R;1962-04-10;1973-09-19
allenbo01;Bob;Allen;Robert Gilman;1867;7;10;USA;OH;Marion;1943;5;14;USA;AR;Little Rock;175;71;R;R;1890-04-19;1900-06-01
allenbo02;Bob;Allen;Robert;1894;10;13;USA;WI;Muscoda;1975;12;18;USA;IL;Naperville;180;70;R;R;1919-08-20;1919-09-09
allenbo03;Bob;Allen;Robert Earl;1914;7;2;USA;TN;Smithville;2005;10;30;USA;VA;Chesapeake;165;73;R;R;1937-09-19;1937-10-02
allenbo04;Bob;Allen;Robert Gray;1937;10;23;USA;TX;Tatum;;;;;;;175;74;L;L;1961-04-14;1967-09-27
allenbr01;Brandon;Allen;Brandon Durell;1986;2;12;USA;TX;Conroe;;;;;;;230;74;L;R;2009-08-22;2012-05-09
allench01;Chad;Allen;John Chad;1975;2;6;USA;TX;Dallas;;;;;;;195;73;R;R;1999-04-06;2005-06-02
allenco01;Cody;Allen;Cody Edward;1988;11;20;USA;FL;Orlando;;;;;;;210;73;R;R;2012-07-20;2019-06-14
allendi01;Dick;Allen;Richard Anthony;1942;3;8;USA;PA;Wampum;2020;12;7;USA;PA;Wampum;187;71;R;R;1963-09-03;1977-06-19
allendu01;Dusty;Allen;Dustin R.;1972;8;9;USA;OK;Oklahoma City;;;;;;;215;76;R;R;2000-07-01;2000-10-01
allenet01;Ethan;Allen;Ethan Nathan;1904;1;1;USA;OH;Cincinnati;1993;9;15;USA;CA;Crescent City;180;73;R;R;1926-06-13;1938-06-18
allenfr01;Frank;Allen;Frank Leon;1888;8;26;USA;AL;Newbern;1933;7;30;USA;AL;Gainsville;175;69;R;L;1912-04-24;1917-09-19
allenga01;Gary;Allenson;Gary Martin;1955;2;4;USA;CA;Culver City;;;;;;;185;71;R;R;1979-04-08;1985-08-23
allengr01;Greg;Allen;Gregory Lomack;1993;3;15;USA;CA;San Diego;;;;;;;185;72;B;R;2017-09-01;2021-08-03
allenha01;Ham;Allen;Frank Erwin;1846;4;20;USA;ME;Augusta;1881;2;6;USA;MA;Natick;;64;;;1872-04-27;1872-08-09
allenha02;Hank;Allen;Harold Andrew;1940;7;23;USA;PA;Wampum;;;;;;;190;72;R;R;1966-09-09;1973-09-28
allenhe01;Hezekiah;Allen;Hezekiah;1863;2;25;USA;CT;Westport;1916;9;21;USA;CT;Saugatuck;160;71;;;1884-05-16;1884-05-16
allenho01;Horace;Allen;Horace Tanner;1899;6;11;USA;FL;DeLand;1981;7;5;USA;NC;Canton;187;72;L;R;1919-06-15;1919-09-27
allenja01;Jack;Allen;Cyrus Alban;1855;10;2;USA;IL;Woodstock;1915;4;21;USA;NJ;Trenton;160;;R;R;1879-05-01;1879-07-17
allenja02;Jamie;Allen;James Bradley;1958;5;29;USA;WA;Yakima;;;;;;;205;72;R;R;1983-05-01;1983-09-04
allenje01;Jermaine;Allensworth;Jermaine LaMont;1972;1;11;USA;IN;Anderson;;;;;;;178;72;R;R;1996-07-23;1999-05-29
allenjo01;John;Allen;John Marshall;1890;10;27;USA;WV;Berkeley Springs;1967;9;24;USA;MD;Hagerstown;170;73;R;R;1914-06-02;1914-06-02
allenjo02;Johnny;Allen;John Thomas;1904;9;30;USA;NC;Lenoir;1959;3;29;USA;FL;St. Petersburg;180;72;R;R;1932-04-19;1944-09-26
allenki01;Kim;Allen;Kim Bryant;1953;4;5;USA;CA;Fontana;;;;;;;175;71;R;R;1980-09-02;1981-09-29
allenll01;Lloyd;Allen;Lloyd Cecil;1950;5;8;USA;CA;Merced;;;;;;;185;73;R;R;1969-09-01;1975-07-27
allenlo01;Logan;Allen;Logan Shane;1997;5;23;USA;FL;West Palm Beach;;;;;;;200;75;R;L;2019-06-18;2021-09-30
allenlu01;Luke;Allen;Lucas Gale;1978;8;4;USA;GA;Covington;;;;;;;208;74;L;R;2002-09-10;2003-07-17
allenmy01;Myron;Allen;Myron Smith;1854;3;22;USA;NY;Kingston;1924;3;8;USA;NY;Kingston;150;68;R;R;1883-07-19;1888-07-01
allenne01;Neil;Allen;Neil Patrick;1958;1;24;USA;KS;Kansas City;;;;;;;185;75;R;R;1979-04-15;1989-09-19
allenni01;Nick;Allen;Artemus Ward;1888;9;14;USA;KS;Norton;1939;10;16;USA;IL;Hines;180;72;R;R;1914-05-01;1920-10-02
allenpe01;Pete;Allen;Jesse Hall;1868;5;1;USA;OH;Columbiana;1946;4;15;USA;PA;Philadelphia;185;68;R;R;1893-08-04;1893-08-04
allenro01;Ron;Allen;Ronald Frederick;1943;12;23;USA;PA;Wampum;;;;;;;205;75;B;R;1972-08-11;1972-08-21
allenro02;Rod;Allen;Roderick Bernet;1959;10;5;USA;CA;Los Angeles;;;;;;;185;73;R;R;1983-04-07;1988-10-02
allensl01;Sled;Allen;Fletcher Manson;1886;8;23;USA;MO;West Plains;1959;10;16;USA;TX;Lubbock;180;73;R;R;1910-05-04;1910-08-05
alleyge01;Gene;Alley;Leonard Eugene;1940;7;10;USA;VA;Richmond;;;;;;;160;70;R;R;1963-09-04;1973-09-27
allgeni01;Nick;Allgeyer;Nicholas Joseph;1996;2;3;USA;MO;St. Louis;;;;;;;210;75;L;L;2021-07-02;2021-07-02
alliebo01;Bob;Allietta;Robert George;1952;5;1;USA;MA;New Bedford;;;;;;;190;72;R;R;1975-05-06;1975-09-28
alliega01;Gair;Allie;Gair Roosevelt;1931;10;28;USA;NC;Statesville;2016;10;4;USA;TX;San Antonio;190;73;R;R;1954-04-13;1954-09-26
allisan01;Andy;Allison;Andrew Kent;1848;;;USA;NY;New York;1897;3;21;USA;NY;Brooklyn;150;70;;;1872-05-07;1872-10-21
allisar01;Art;Allison;Arthur Algernon;1849;1;29;USA;PA;Philadelphia;1916;2;25;USA;DC;Washington;150;68;;;1871-05-04;1876-10-05
allisbi01;Bill;Allison;William;1850;7;16;USA;NY;New York;1887;1;25;USA;NY;Brooklyn;;;;;1872-05-21;1872-07-04
allisbo01;Bob;Allison;William Robert;1934;7;11;USA;MO;Raytown;1995;4;9;USA;AZ;Rio Verde;205;75;R;R;1958-09-16;1970-09-29
allisda01;Dana;Allison;Dana Eric;1966;8;14;USA;VA;Front Royal;;;;;;;215;75;R;L;1991-04-12;1991-05-23
allisdo01;Doug;Allison;Douglas L.;1846;7;12;USA;PA;Philadelphia;1916;12;19;USA;DC;Washington;160;70;R;R;1871-05-05;1883-07-13
allisma01;Mack;Allison;Mack Pendleton;1887;1;23;USA;KY;Owensboro;1964;3;13;USA;MO;Mount Vernon;185;73;R;R;1911-09-13;1913-08-20
allismi01;Milo;Allison;Milo Henry;1890;10;16;USA;MI;Elk Rapids;1957;6;18;USA;WI;Kenosha;163;72;L;R;1913-09-26;1917-06-29
allrebe01;Beau;Allred;Dale LeBeau;1965;6;4;USA;AZ;Mesa;;;;;;;190;72;L;L;1989-09-07;1991-06-25
almadme01;Mel;Almada;Baldomero Melo;1913;2;7;Mexico;Sonora;Huatabampo;1988;8;13;Mexico;Sonora;Caborca;170;72;L;L;1933-09-08;1939-10-01
almanar01;Armando;Almanza;Armando;1972;10;26;USA;TX;El Paso;;;;;;;205;75;L;L;1999-07-29;2005-07-20
almanca01;Carlos;Almanzar;Carlos Manuel;1973;11;6;D.R.;Santiago;Santiago;;;;;;;166;74;R;R;1997-09-04;2005-04-30
almeira01;Rafael;Almeida;Rafael D.;1887;6;30;Cuba;La Habana;La Habana;1969;3;18;Cuba;La Habana;La Habana;164;69;R;R;1911-07-04;1913-07-18
almonab01;Abraham;Almonte;Abraham;1989;6;27;D.R.;Distrito Nacional;Santo Domingo;;;;;;;223;70;B;R;2013-08-30;2021-08-24
almonbi01;Bill;Almon;William Francis;1952;11;21;USA;RI;Providence;;;;;;;180;75;R;R;1974-09-02;1988-06-14
almoned01;Edwin;Almonte;Edwin;1976;12;17;D.R.;Santiago;Santiago;;;;;;;200;75;R;R;2003-07-07;2003-09-10
almoner01;Erick;Almonte;Erick R.;1978;2;1;D.R.;Distrito Nacional;Santo Domingo;;;;;;;245;74;R;R;2001-09-04;2011-04-25
almonhe01;Hector;Almonte;Hector Radhames;1975;10;17;D.R.;Distrito Nacional;Santo Domingo;;;;;;;190;74;R;R;1999-07-26;2003-09-28
almonmi01;Miguel;Almonte;Miguel Emilio;1993;4;4;D.R.;Santiago;Santiago;;;;;;;210;73;R;R;2015-09-01;2018-09-29
almonye01;Yency;Almonte;Yency;1994;6;4;USA;FL;Miami;;;;;;;223;77;B;R;2018-06-21;2021-10-02
almonzo01;Zoilo;Almonte;Zoilo Manuel;1989;6;10;D.R.;Distrito Nacional;Santo Domingo;;;;;;;205;72;B;R;2013-06-19;2014-07-30
almoral01;Albert;Almora;Reinaldo Albert;1994;4;16;USA;FL;Hialeah;;;;;;;190;74;R;R;2016-06-07;2021-09-14
alomalu01;Luis;Aloma;Luis;1923;6;19;Cuba;La Habana;La Habana;1997;4;7;USA;IL;Park Ridge;195;74;R;R;1950-04-19;1953-08-30
alomaro01;Roberto;Alomar;Roberto;1968;2;5;P.R.;;Ponce;;;;;;;184;72;B;R;1988-04-22;2004-09-05
alomasa01;Sandy;Alomar;Santos;1943;10;19;P.R.;;Salinas;;;;;;;140;69;B;R;1964-09-15;1978-09-30
alomasa02;Sandy;Alomar;Santos;1966;6;18;P.R.;;Salinas;;;;;;;200;77;R;R;1988-09-30;2007-09-30
alonspe01;Pete;Alonso;Peter Morgan;1994;12;7;USA;FL;Tampa;;;;;;;245;75;R;R;2019-03-28;2021-10-03
alonsyo01;Yonder;Alonso;Yonder;1987;4;8;Cuba;La Habana;La Habana;;;;;;;230;73;L;R;2010-09-01;2019-09-29
aloufe01;Felipe;Alou;Felipe Rojas;1935;5;12;D.R.;San Cristobal;Bajos de Haina;;;;;;;195;72;R;R;1958-06-08;1974-04-24
alouje01;Jesus;Alou;Jesus Maria Rojas;1942;3;24;D.R.;San Cristobal;Bajos de Haina;;;;;;;190;74;R;R;1963-09-10;1979-09-29
alouma01;Matty;Alou;Mateo Rojas;1938;12;22;D.R.;San Cristobal;Bajos de Haina;2011;11;3;D.R.;Distrito Nacional;Santo Domingo;160;69;L;L;1960-09-26;1974-06-21
aloumo01;Moises;Alou;Moises Rojas;1966;7;3;USA;GA;Atlanta;;;;;;;185;75;R;R;1990-07-26;2008-06-10
alperwh01;Whitey;Alpermann;Charles Augustus;1879;11;10;USA;PA;Etna;1942;12;25;USA;PA;Pittsburgh;180;70;R;R;1906-04-13;1909-10-02
alstode01;Dell;Alston;Wendell;1952;9;22;USA;NY;Valhalla;;;;;;;180;72;L;R;1977-05-17;1980-10-04
alstoga01;Garvin;Alston;Garvin James;1971;12;8;USA;NY;Mount Vernon;;;;;;;185;74;R;R;1996-06-06;1996-06-18
alstoto01;Tom;Alston;Thomas Edison;1926;1;31;USA;NC;Greensboro;1993;12;30;USA;NC;Winston-Salem;210;77;L;R;1954-04-13;1957-09-29
alstowa01;Walter;Alston;Walter Emmons;1911;12;1;USA;OH;Venice;1984;10;1;USA;OH;Oxford;195;74;R;R;1936-09-27;1936-09-27
altampo01;Porfi;Altamirano;Porfirio;1952;5;17;Nicaragua;Matagalpa;Ciudad Dario;;;;;;;175;72;R;R;1982-05-09;1984-06-08
altavda01;Dan;Altavilla;Daniel;1992;9;8;USA;PA;McKeesport;;;;;;;226;71;R;R;2016-08-27;2021-04-16
altener01;Ernie;Alten;Ernest Matthias;1894;12;1;USA;OH;Avon;1981;9;9;USA;CA;Napa;175;72;R;L;1920-04-17;1920-06-30
altenje01;Jesse;Altenburg;Jesse Howard;1893;1;2;USA;MI;Ashley;1973;3;12;USA;MI;Lansing;158;69;L;R;1916-09-19;1917-05-17
altheaa01;Aaron;Altherr;Aaron Samuel;1991;1;14;Germany;Rhineland-Palatinate;Landstuhl;;;;;;;215;77;R;R;2014-06-16;2019-08-23
altizda01;Dave;Altizer;David Tilden;1876;11;6;USA;IL;Pearl;1964;5;14;USA;IL;Pleasant Hill;160;70;L;R;1906-05-29;1911-07-10
altmage01;George;Altman;George Lee;1933;3;20;USA;NC;Goldsboro;;;;;;;200;76;L;R;1959-04-11;1967-10-01
altobjo01;Joe;Altobelli;Joseph Salvatore;1932;5;26;USA;MI;Detroit;2021;3;3;USA;NY;Rochester;185;72;L;L;1955-04-14;1961-10-01
altroni01;Nick;Altrock;Nicholas;1876;9;15;USA;OH;Cincinnati;1965;1;20;USA;DC;Washington;197;70;B;L;1898-07-14;1933-10-01
altuvjo01;Jose;Altuve;Jose Carlos;1990;5;6;Venezuela;Carabobo;Puerto Cabello;;;;;;;166;66;R;R;2011-07-20;2021-10-03
alusige01;George;Alusik;George Joseph;1935;2;11;USA;PA;Ashley;2018;4;20;USA;NJ;Woodbridge;175;75;R;R;1958-09-11;1964-10-02
alvarab01;Abe;Alvarez;Abraham;1982;10;17;USA;CA;Los Angeles;;;;;;;190;74;L;L;2004-07-22;2006-05-21
alvarcl01;Clemente;Alvarez;Clemente Rafael;1968;5;18;Venezuela;Anzoategui;Guanta;;;;;;;180;71;R;R;2000-09-19;2000-10-01
alvarda01;Dario;Alvarez;Dario Rafael;1989;1;17;D.R.;Santiago;Santiago;;;;;;;170;73;L;L;2014-09-03;2017-06-28
alvarda02;Dariel;Alvarez;Dariel;1988;11;7;Cuba;;Camaguey;;;;;;;180;74;R;R;2015-08-28;2016-07-25
alvared01;Eddy;Alvarez;Eduardo Cortes;1990;1;30;USA;FL;Miami;;;;;;;185;69;B;R;2020-08-05;2021-10-03
alvarga01;Gabe;Alvarez;Gabriel de Jesus;1974;3;6;Mexico;Sonora;Navojoa;;;;;;;185;73;R;R;1998-06-22;2000-09-30
alvarhe01;Henderson;Alvarez;Henderson Javier;1990;4;18;Venezuela;Carabobo;Valencia;;;;;;;205;72;R;R;2011-08-10;2017-09-30
alvarjo01;Jose;Alvarez;Jose Lino;1956;4;12;USA;FL;Tampa;;;;;;;170;70;R;R;1981-10-01;1989-06-24
alvarjo02;Jose;Alvarez;Jose Ricardo;1989;5;6;Venezuela;Anzoategui;Barcelona;;;;;;;195;71;L;L;2013-06-09;2021-10-02
alvarjo03;Jose;Alvarado;Jose Antonio;1995;5;21;Venezuela;Zulia;Maracaibo;;;;;;;240;72;L;L;2017-05-03;2021-10-03
alvarju01;Juan;Alvarez;Juan M.;1973;8;9;USA;FL;Coral Gables;;;;;;;180;73;L;L;1999-09-01;2003-06-03
alvarlu01;Luis;Alvarado;Luis Cesar;1949;1;15;P.R.;;Lajas;2001;3;20;P.R.;;Lajas;162;69;R;R;1968-09-13;1977-04-30
alvaror01;Orlando;Alvarez;Jesus Manuel Orlando;1952;2;28;P.R.;;Rio Grande;2016;3;31;P.R.;;Rio Grande;165;72;R;R;1973-09-01;1976-06-18
alvaros01;Ossie;Alvarez;Oswaldo;1933;10;19;Cuba;Matanzas;Bolondron;2008;3;8;Mexico;Jalisco;Guadalajara;165;70;R;R;1958-04-19;1959-04-26
alvarpe01;Pedro;Alvarez;Pedro Manuel;1987;2;6;D.R.;Distrito Nacional;Santo Domingo;;;;;;;250;75;L;R;2010-06-16;2018-06-15
alvarrj01;R. J.;Alvarez;Roy Emilio;1991;6;8;USA;FL;West Palm Beach;;;;;;;230;73;R;R;2014-09-03;2015-09-29
alvarro01;Rogelio;Alvarez;Rogelio;1938;4;18;Cuba;Pinar del Rio;Pinar del Rio;2012;11;30;USA;FL;Hialeah;183;71;R;R;1960-09-18;1962-09-28
alvarta01;Tavo;Alvarez;Cesar Octavio;1971;11;25;Mexico;Sonora;Ciudad Obregon;;;;;;;245;75;R;R;1995-08-21;1996-09-29
alvarto01;Tony;Alvarez;Antonio Enrique;1979;5;10;Venezuela;Distrito Federal;Caracas;;;;;;;200;73;R;R;2002-09-04;2004-10-03
alvarvi01;Victor;Alvarez;Victor Aurelio;1976;11;8;Mexico;Sinaloa;Culiacan;;;;;;;150;70;L;L;2002-07-30;2003-08-26
alvarwi01;Wilson;Alvarez;Wilson Eduardo;1970;3;24;Venezuela;Zulia;Maracaibo;;;;;;;175;73;L;L;1989-07-24;2005-09-28
alvaryo01;Yordan;Alvarez;Yordan Ruben;1997;6;27;Cuba;;Las Tunas;;;;;;;225;77;L;R;2019-06-09;2021-10-03
alvisma01;Max;Alvis;Roy Maxwell;1938;2;2;USA;TX;Jasper;;;;;;;185;71;R;R;1962-09-11;1970-09-27
alvorbi01;Billy;Alvord;William Crawford;1863;8;10;USA;MO;St. Louis;1927;4;7;USA;FL;St. Petersburg;187;70;R;R;1885-04-30;1893-07-08
alyeabr01;Brant;Alyea;Garrabrant Ryerson;1940;12;8;USA;NJ;Passaic;;;;;;;215;75;R;R;1965-09-11;1972-10-03
alzolad01;Adbert;Alzolay;Adbert Marcelo;1995;3;1;Venezuela;Bolivar;San Felix;;;;;;;208;73;R;R;2019-06-20;2021-10-01
amalfjo01;Joey;Amalfitano;John Joseph;1934;1;23;USA;CA;San Pedro;;;;;;;175;71;R;R;1954-05-02;1967-06-27
amarari01;Rich;Amaral;Richard Louis;1962;4;1;USA;CA;Visalia;;;;;;;175;72;R;R;1991-05-27;2000-06-14
amarial01;Alexi;Amarista;Alexi Jose;1989;4;6;Venezuela;Anzoategui;Barcelona;;;;;;;160;66;L;R;2011-04-26;2017-10-01
amaroru01;Ruben;Amaro;Ruben;1936;1;6;Mexico;Tamaulipas;Nuevo Laredo;2017;3;31;USA;FL;Weston;170;71;R;R;1958-07-15;1969-09-28
amaroru02;Ruben;Amaro;Ruben;1965;2;12;USA;PA;Philadelphia;;;;;;;170;70;B;R;1991-06-08;1998-09-27
amblewa01;Wayne;Ambler;Wayne Harper;1915;11;8;USA;PA;Abington;1998;1;3;USA;FL;Ponte Vedra Beach;165;68;R;R;1937-06-04;1939-09-04
ambrech01;Chip;Ambres;Raymond Payne;1979;12;19;USA;TX;Beaumont;;;;;;;190;73;R;R;2005-07-20;2008-09-28
ambrihe01;Hector;Ambriz;Hector;1984;5;24;USA;CA;Orange;;;;;;;235;74;L;R;2010-04-30;2014-05-07
amburtr01;Trey;Amburgey;Tommy Wayne;1994;10;24;USA;FL;Lake Worth;;;;;;;210;74;R;R;2021-07-16;2021-07-18
amelued01;Ed;Amelung;Edward Allen;1959;4;13;USA;CA;Fullerton;;;;;;;180;71;L;L;1984-07-28;1986-07-07
amesre01;Red;Ames;Leon Kessling;1882;8;2;USA;OH;Warren;1936;10;8;USA;OH;Warren;185;70;B;R;1903-09-14;1919-09-25
amesst01;Steve;Ames;Steven C.;1988;3;15;USA;WA;Vancouver;;;;;;;205;73;R;R;2013-07-30;2013-08-11
amezaal01;Alfredo;Amezaga;Alfredo;1978;1;16;Mexico;Sonora;Ciudad Obregon;;;;;;;165;71;B;R;2002-05-24;2011-09-04
amoledo01;Doc;Amole;Morris F.;1874;1;1;USA;PA;Coatesville;1912;3;9;USA;DE;Wilmington;165;69;R;L;1897-08-19;1898-05-17
amorosa01;Sandy;Amoros;Edmundo;1930;1;30;Cuba;Matanzas;Matanzas;1992;6;27;USA;FL;Miami;170;67;L;L;1952-08-22;1960-10-02
amorvi01;Vicente;Amor;Vicente;1932;8;8;Cuba;La Habana;La Habana;;;;;;;182;75;R;R;1955-04-16;1957-08-26
anckewa01;Walter;Ancker;Walter;1893;4;10;USA;NY;New York;1954;2;13;USA;NJ;Englewood;190;73;R;R;1915-09-03;1915-09-14
anderal01;Alf;Anderson;Alfred Walton;1914;1;28;USA;GA;Gainesville;1985;6;23;USA;GA;Albany;165;71;R;R;1941-04-20;1946-04-21
anderal02;Allan;Anderson;Allan Lee;1964;1;7;USA;OH;Lancaster;;;;;;;178;71;L;L;1986-06-11;1991-10-06
anderan01;Andy;Anderson;Andy Holm;1922;11;13;USA;WA;Bremerton;1982;7;18;USA;WA;Seattle;172;71;R;R;1948-05-10;1949-10-02
anderbi01;Bill;Anderson;William Edward;1895;11;28;USA;MA;Boston;1983;3;13;USA;MA;Medford;165;73;R;L;1925-09-10;1925-09-17
anderbo01;Bob;Anderson;Robert Carl;1935;9;29;USA;IN;East Chicago;2015;3;12;USA;OK;Tulsa;210;76;R;R;1957-07-31;1963-09-25
anderbr01;Brady;Anderson;Brady Kevin;1964;1;18;USA;MD;Silver Spring;;;;;;;170;73;L;L;1988-04-04;2002-05-20
anderbr02;Brian;Anderson;Brian James;1972;4;26;USA;VA;Portsmouth;;;;;;;190;73;B;L;1993-09-10;2005-05-08
anderbr03;Brian;Anderson;Brian Nikola;1982;3;11;USA;AZ;Tucson;;;;;;;220;74;R;R;2005-08-16;2009-10-04
anderbr04;Brett;Anderson;Brett Franklin;1988;2;1;USA;TX;Midland;;;;;;;230;76;L;L;2009-04-10;2021-10-03
anderbr05;Bryan;Anderson;Bryan Douglas;1986;12;16;USA;CA;Thousand Oaks;;;;;;;200;73;L;R;2010-04-15;2015-10-04
anderbr06;Brian;Anderson;Brian Wade;1993;5;19;USA;OK;Edmond;;;;;;;208;75;R;R;2017-09-01;2021-08-29
anderbu01;Bud;Anderson;Karl Adam;1956;5;27;USA;NY;Westbury;;;;;;;210;75;R;R;1982-06-11;1983-10-02
anderch01;Chase;Anderson;Robert Chase;1987;11;30;USA;TX;Wichita Falls;;;;;;;210;73;R;R;2014-05-11;2021-08-04
anderco01;Cody;Anderson;Cody Andrew;1990;9;14;USA;CA;Quincy;;;;;;;240;76;R;R;2015-06-21;2019-05-10
andercr01;Craig;Anderson;Norman Craig;1938;7;1;USA;DC;Washington;;;;;;;205;74;R;R;1961-06-23;1964-05-31
anderda01;Dave;Anderson;David S.;1868;10;10;USA;PA;Chester;1897;3;22;USA;PA;Chester;;;;L;1889-08-24;1890-09-29
anderda02;Dave;Anderson;David Carter;1960;8;1;USA;KY;Louisville;;;;;;;185;74;R;R;1983-05-08;1992-10-03
anderdr01;Drew;Anderson;Drew Thomas;1981;6;9;USA;NE;Kearney;;;;;;;195;74;L;R;2006-09-11;2006-10-01
anderdr02;Drew;Anderson;Andrew James;1994;3;22;USA;NV;Reno;;;;;;;205;75;R;R;2017-08-01;2021-10-03
